dir,hir,lvr,pbcr,self,single,condo,deny,uria
0.33,0.24,0.547619048,no,no,no,0,no,3.900000095
0.36,0.35,0.731707317,no,no,yes,0,no,2
0.37,0.3,0.782608696,yes,no,yes,0,no,1.799999952
0.35,0.25,0.773809524,no,no,no,0,no,3.200000048
0.42,0.14,0.798449612,no,no,yes,0,no,3.599999905
0.34,0.26,0.867647059,no,no,no,0,no,3.900000095
0.24,0.17,0.798701299,no,no,no,0,no,4.300000191
0.38,0.24,0.897959184,no,no,yes,1,no,2
0.38,0.28,0.273972603,no,no,no,0,no,8.899999619
0.18,0.01,0.796296296,no,yes,no,0,no,1.799999952
0.34,0.2,0.592592593,no,yes,no,0,no,8.899999619
0.33,0.28,0.923076923,no,no,yes,0,no,3.900000095
0.25,0.2,0.881481481,no,no,no,0,no,3.200000048
0.38,0.31,0.915492958,no,no,no,0,no,10.60000038
0.35,0.26,0.793103448,no,yes,no,0,no,5.300000191
0.38,0.23,0.8,no,no,yes,0,no,1.799999952
0.37,0.24,0.6,yes,yes,yes,0,no,3.099999905
0.38,0.35,0.725806452,yes,no,no,0,no,2
0.36,0.26,0.656862745,no,no,no,0,no,3.099999905
0.34,0.3,0.922535211,no,no,no,0,no,3.900000095
0.36,0.29,0.478142077,no,no,no,0,no,3.200000048
0.23,0.2,0.610687023,no,no,no,0,no,1.799999952
0.3,0.29,0.871428571,no,no,yes,0,no,4.300000191
0.29,0.27,0.692592593,no,no,no,0,no,1.799999952
0.39,0.36,0.646258503,no,no,no,0,no,3.900000095
0.36,0.26,0.948275862,yes,no,no,1,yes,4.300000191
0.28,0.16,0.8,no,no,yes,1,no,3.200000048
0.38,0.18,0.875968992,no,no,no,0,no,1.799999952
0.26,0.26,0.502512563,no,yes,no,1,no,3.200000048
0.44,0.3,0.915384615,no,no,no,1,no,3.900000095
0.34,0.32,0.724137931,yes,no,no,0,no,3.200000048
0.34,0.21,0.876923077,no,no,no,1,no,3.200000048
0.38,0.29,0.784313725,no,no,no,0,no,3.099999905
0.38,0.29,0.529953917,yes,no,no,0,no,10.60000038
0.35,0.21,0.915384615,no,no,yes,1,no,3.099999905
0.16,0.14,0.8,no,no,no,1,yes,3.599999905
0.31,0.2,0.743801653,no,no,no,0,no,1.799999952
0.36,0.27,0.461538462,no,no,no,0,no,3.900000095
0.31,0.31,0.862068966,no,yes,yes,0,no,2
0.45,0.21,0.657894737,no,no,yes,0,yes,3.200000048
0.39,0.38,0.574712644,no,no,yes,0,no,3.200000048
0.2,0.07,0.8,no,no,yes,0,yes,3.599999905
0.24,0.23,0.671641791,no,no,no,1,no,3.200000048
0.45,0.45,0.722222222,no,no,no,1,no,3.200000048
0.61,0.26,0.888888889,no,no,yes,1,no,3.099999905
0.27,0.18,0.885,no,no,yes,0,no,3.200000048
0.55,0.24,0.510638298,no,no,no,0,no,1.799999952
0.32,0.29,0.929133858,no,no,yes,1,no,3.200000048
0.17,0.09,0.888888889,no,no,yes,1,no,3.200000048
0.47,0.35,0.803571429,no,no,no,0,yes,4.300000191
0.14,0.14,0.592592593,no,yes,no,1,no,3.200000048
0.38,0.28,0.85,no,no,yes,1,no,3.200000048
0.31,0.23,0.762195122,no,yes,no,0,no,3.900000095
0.53,0.29,0.592592593,no,no,no,1,no,3.200000048
0.26,0.17,0.707692308,no,no,yes,1,no,3.099999905
0.2,0.2,0.765957447,no,no,no,0,no,3.200000048
0.33,0.16,0.8,no,yes,yes,0,no,3.200000048
0.2,0.13,0.547445255,no,yes,yes,0,no,3.200000048
0.52,0.28,0.689655172,yes,no,no,0,no,4.300000191
0.33,0.15,0.417910448,no,no,yes,1,no,1.799999952
0.19,0.1,0.388059701,no,no,yes,1,no,3.200000048
0.293999996,0.252999992,0.901960784,no,no,no,0,no,3.200000048
0.292999992,0.292999992,0.848484848,no,no,yes,0,yes,3.599999905
0.337000008,0.330999985,0.352112676,no,no,yes,0,no,3.900000095
0.201000004,0.131000004,0.307692308,no,no,no,0,no,2
0.263999996,0.187999992,0.338983051,no,no,yes,0,no,10.60000038
0.279699993,0.252199993,0.885245902,no,no,yes,0,no,3.200000048
0.44,0.31,0.800904977,no,no,yes,1,no,3.200000048
0.267299995,0.189099998,0.8,no,no,no,0,no,3.200000048
0.41,0.38,0.723684211,no,no,yes,0,no,3.900000095
0.284400005,0.214300003,0.338129496,no,no,no,0,no,3.099999905
0.3,0.29,0.2,no,no,yes,1,no,3.200000048
0.27,0.15,0.333333333,no,no,yes,1,no,1.799999952
0.332700005,0.321899986,0.76875,yes,no,yes,0,no,3.900000095
0.307299995,0.291399994,0.8,no,no,no,0,no,3.200000048
0.366100006,0.248999996,0.9,no,no,no,0,no,1.799999952
0.439099998,0.426100006,0.798245614,no,no,yes,1,no,3.599999905
0.12,0.12,0.795454545,yes,no,yes,0,yes,1.799999952
0.36,0.32,0.756756757,no,no,no,0,no,3.200000048
0.41,0.13,0.8,yes,no,no,0,yes,8.899999619
0.33,0.27,0.4,no,no,yes,0,no,3.200000048
0.38,0.34,0.487804878,no,yes,no,0,no,10.60000038
0.32,0.32,0.6,no,no,yes,0,no,3.200000048
0.32,0.24,0.902857143,yes,yes,yes,0,yes,3.200000048
0.365,0.262000008,0.618181818,no,no,yes,1,no,3.900000095
0.28,0.25,0.671186441,no,no,no,0,no,3.200000048
0.35,0.19,0.519480519,no,no,no,1,no,2
0.231000004,0.083000002,0.179104478,no,no,no,0,no,5.300000191
0.31,0.29,0.536363636,no,no,no,0,no,3.200000048
0.113999996,0.074000001,0.544959128,no,no,no,0,no,4.300000191
0.3,0.297999992,0.489583333,no,no,no,0,no,3.099999905
0.287000008,0.276000004,0.689655172,no,yes,yes,0,no,10.60000038
0.43,0.32,0.857142857,no,no,no,0,no,3.200000048
0.35,0.25,0.89010989,no,no,no,0,no,3.900000095
0.33,0.32,0.808641975,no,no,yes,0,no,3.200000048
0.42,0.34,0.864,no,no,no,0,no,4.300000191
0.5,0.32,1,no,no,yes,1,no,3.900000095
0.4,0.24,1,no,no,yes,1,no,2
0.38,0.37,0.73255814,no,no,yes,0,no,2
0.33,0.32,0.80141844,no,no,yes,1,no,3.200000048
0.22,0.21,0.901515152,no,no,yes,1,no,3.200000048
0.38,0.33,0.65,yes,no,no,0,no,2
0.38,0.33,0.591836735,no,no,no,0,no,3.200000048
0.38,0.33,0.8,no,no,no,0,no,3.099999905
0.38,0.33,0.789189189,no,no,yes,0,no,4.300000191
0.38,0.28,0.8,no,no,no,0,no,4.300000191
0.38,0.33,0.375,no,yes,no,0,no,4.300000191
0.38,0.33,0.416666667,no,no,no,0,yes,4.300000191
0.38,0.33,0.76,no,no,no,0,no,3.200000048
0.38,0.33,0.773333333,no,no,no,0,no,4.300000191
0.23,0.2,0.769230769,no,no,no,0,no,3.200000048
0.26,0.26,0.366666667,no,no,no,0,no,4.300000191
0.15,0.15,0.631578947,no,no,no,1,no,3.200000048
0.17,0.14,0.489361702,no,no,no,0,no,3.200000048
0.28,0.28,0.436813187,no,no,no,0,no,3.200000048
0.3,0.3,0.868571429,no,no,yes,0,yes,3.900000095
0.3,0.22,0.633802817,no,no,yes,1,no,3.200000048
0.17,0.16,0.769230769,no,no,yes,0,no,2
0.38,0.21,0.8,no,no,yes,0,no,3.900000095
0.37,0.31,0.819672131,no,no,no,0,yes,3.200000048
0.35,0.28,0.765517241,no,no,yes,0,no,3.200000048
0.577000008,0.23,0.791666667,no,no,no,0,no,1.799999952
0.37,0.25,0.874848117,no,no,yes,0,no,3.099999905
0.367000008,0.28,0.8,no,yes,no,0,no,3.200000048
0.487000008,0.26,0.741839763,no,no,no,0,no,1.799999952
0.399000015,0.22,0.361538462,yes,no,no,0,no,3.099999905
0.362000008,0.27,0.867783985,no,no,no,0,no,3.200000048
0.42,0.196000004,0.740540541,no,no,no,1,no,3.200000048
0.430999985,0.185,0.666666667,no,no,no,0,no,3.099999905
0.36,0.33,0.491428571,no,no,no,0,no,3.900000095
0.37,0.26,0.928571429,no,no,yes,0,no,1.799999952
0.34,0.32,0.765217391,no,no,yes,1,no,2
0.3,0.33,0.923566879,no,no,yes,0,no,3.099999905
0.38,0.33,0.540540541,no,no,yes,0,no,1.799999952
0.38,0.3,0.737142857,no,no,no,0,no,3.200000048
0.32,0.31,0.789473684,no,no,yes,1,no,3.200000048
0.25,0.25,0.731707317,no,no,no,0,no,3.900000095
0.27,0.27,0.751552795,no,no,yes,1,no,3.900000095
0.4,0.12,0.578947368,no,no,yes,1,no,3.099999905
0.36,0.24,0.798507463,no,no,no,0,no,5.300000191
0.32,0.22,0.892682927,no,no,no,0,no,3.200000048
0.38,0.31,0.748148148,no,no,yes,1,no,3.900000095
0.27,0.27,0.847058824,no,no,no,0,no,3.200000048
0.3,0.3,0.600775194,no,no,no,0,no,3.099999905
0.33,0.31,0.773006135,no,no,yes,1,no,3.200000048
0.28,0.25,0.8,no,no,no,0,no,3.200000048
0.29,0.28,0.9,no,no,no,0,no,3.200000048
0.32,0.29,0.489690722,no,no,no,0,no,5.300000191
0.31,0.21,0.788732394,no,no,no,0,no,3.200000048
0.39,0.23,0.746835443,no,no,yes,1,no,3.599999905
0.320400009,0.269899998,0.751020408,yes,yes,no,1,no,3.200000048
0.366899986,0.258299999,0.702898551,no,yes,no,0,no,4.300000191
0.409900017,0.203899994,0.743421053,no,yes,no,0,no,4.300000191
0.26,0.22,0.945945946,no,no,no,0,no,3.900000095
0.39,0.27,0.792,no,no,yes,1,no,3.200000048
0.106199999,0.028,0.597014925,no,no,yes,1,no,2
0.32,0.31,0.803149606,no,no,no,1,no,5.300000191
0.36,0.36,0.476190476,no,no,no,0,no,4.300000191
0.38,0.29,0.9,no,no,no,0,no,3.200000048
0.28,0.24,0.777464789,no,yes,no,0,no,3.200000048
0.38,0.28,0.8,no,no,no,0,no,3.099999905
0.31,0.26,0.705660377,no,yes,yes,0,yes,3.200000048
0.35,0.3,0.897435897,no,no,yes,1,no,4.300000191
0.16,0.14,0.416666667,no,yes,no,1,no,3.200000048
0.33,0.32,0.653333333,no,no,yes,0,no,3.099999905
0.39,0.27,0.896226415,yes,no,yes,1,yes,3.099999905
0.26,0.21,0.485714286,no,no,no,0,no,3.200000048
0.36,0.28,0.741935484,no,no,no,0,no,8.899999619
0.34,0.29,0.769565217,no,no,no,0,no,3.900000095
0.36,0.28,0.678899083,yes,no,no,0,no,2
0.33,0.25,0.504,no,no,yes,0,no,3.200000048
0.36,0.28,0.747252747,yes,no,no,0,no,3.200000048
0.37,0.36,0.73553719,no,no,no,1,no,3.099999905
0.22,0.15,0.793103448,no,no,no,1,no,1.799999952
0.34,0.26,0.785276074,no,no,no,0,no,2
0.34,0.25,0.722891566,no,no,no,0,no,5.300000191
0.4,0.31,0.920634921,no,no,no,1,no,3.200000048
0.1,0.06,0.512328767,no,yes,no,1,no,3.200000048
0.4,0.29,0.915254237,no,no,yes,1,no,3.200000048
0.28,0.28,0.528301887,no,no,no,0,no,3.200000048
0.36,0.29,0.886178862,yes,no,no,0,no,1.799999952
0.39,0.34,0.914438503,no,no,yes,0,no,3.200000048
0.22,0.17,0.679069767,no,no,yes,0,no,3.200000048
0.36,0.22,0.811764706,no,no,yes,1,no,4.300000191
0.34,0.23,0.916129032,no,no,no,0,no,3.200000048
0.32,0.24,0.8,no,no,yes,0,no,3.200000048
0.39,0.36,0.8,yes,no,no,0,no,3.099999905
0.31,0.29,0.295857988,no,no,yes,0,yes,3.200000048
0.37,0.3,0.778280543,no,no,no,0,no,3.200000048
0.42,0.34,0.863414634,no,no,no,0,no,5.300000191
0.27,0.21,0.902255639,yes,no,no,1,no,3.200000048
0.37,0.29,0.93006993,no,no,yes,0,no,3.099999905
0.32,0.23,0.771428571,no,no,yes,0,no,1.799999952
0.29,0.27,0.902702703,no,yes,yes,0,no,3.200000048
0.37,0.24,0.89010989,no,no,no,0,no,10.60000038
0.36,0.33,0.601694915,no,no,yes,1,no,1.799999952
0.36,0.24,0.765957447,yes,no,no,0,no,4.300000191
0.33,0.16,0.802197802,no,no,no,1,no,1.799999952
0.29,0.29,0.68877551,no,yes,yes,0,yes,8.899999619
0.26,0.26,0.692262968,no,no,no,0,yes,10.60000038
0.29,0.21,0.866666667,no,no,no,0,no,2
0.32,0.14,0.546666667,no,no,no,1,no,1.799999952
0.21,0.17,0.601092896,no,no,no,0,no,3.099999905
0.32,0.19,0.776119403,no,no,yes,0,no,3.599999905
0.29,0.24,0.756097561,no,no,no,0,no,1.799999952
0.36,0.32,0.87037037,no,no,yes,1,no,3.200000048
0.36,0.31,0.785714286,no,no,no,0,no,3.099999905
0.22,0.22,0.677018634,no,no,yes,0,no,3.200000048
0.25,0.25,0.713286713,no,no,no,0,no,3.200000048
0.35,0.24,0.766666667,no,no,yes,1,no,2
0.26,0.21,0.8,no,no,yes,0,no,3.200000048
0.33,0.25,0.692592593,no,yes,yes,0,no,3.200000048
0.31,0.26,0.939189189,yes,no,no,0,no,3.200000048
0.34,0.24,0.515463918,no,no,no,0,no,10.60000038
0.3,0.22,0.47826087,no,no,no,0,no,3.099999905
0.33,0.28,0.54,no,no,no,0,no,3.900000095
0.39,0.34,0.885245902,no,no,no,0,no,2
0.36,0.25,0.868965517,yes,no,yes,0,no,10.60000038
0.28,0.27,0.727272727,no,no,no,1,no,3.900000095
0.26,0.22,0.897435897,no,no,yes,1,no,3.200000048
0.35,0.29,0.920863309,yes,no,yes,0,no,2
0.29,0.29,0.624277457,no,no,no,0,no,3.599999905
0.34,0.33,0.777777778,no,no,no,0,no,3.200000048
0.3,0.29,0.768361582,no,no,no,0,no,3.900000095
0.25,0.24,0.266666667,no,no,yes,1,no,3.099999905
0.28,0.28,0.762711864,no,no,no,0,no,3.200000048
0.36,0.28,0.949494949,no,no,yes,0,no,5.300000191
0.35,0.3,0.899159664,yes,no,yes,0,no,3.099999905
0.31,0.29,0.732673267,no,no,no,0,no,5.300000191
0.26,0.24,0.658914729,yes,no,no,0,no,3.900000095
0.27,0.24,0.950980392,no,no,no,0,no,3.200000048
0.32,0.18,0.643564356,no,no,no,0,no,3.900000095
0.31,0.28,0.747126437,no,no,yes,0,no,3.099999905
0.38,0.31,0.881656805,no,no,no,0,no,3.200000048
0.27,0.27,0.742857143,no,no,no,1,no,3.200000048
0.27,0.22,0.894366197,no,no,no,0,no,3.099999905
0.23,0.16,0.864864865,no,yes,yes,0,no,3.200000048
0.33,0.3,0.87804878,no,no,no,0,no,3.099999905
0.3,0.27,0.739495798,no,no,yes,1,no,3.200000048
0.37,0.33,0.689655172,no,no,no,0,no,3.200000048
0.35,0.29,0.891891892,yes,no,yes,1,no,3.900000095
0.3,0.29,0.777777778,no,no,no,0,no,3.200000048
0.69,0.26,0.607476636,no,no,yes,0,yes,10.60000038
0.24,0.2,0.517751479,no,yes,no,0,no,3.200000048
0.25,0.24,0.68,no,no,no,0,no,3.200000048
0.27,0.26,0.724489796,no,no,yes,1,no,3.200000048
0.29,0.24,0.779411765,no,no,yes,1,no,1.799999952
0.34,0.22,0.859090909,no,no,no,1,no,3.200000048
0.33,0.21,0.909090909,no,no,no,1,no,3.200000048
0.5,0.41,0.772058824,no,no,yes,1,no,3.200000048
0.42,0.36,0.867768595,no,no,yes,1,no,1.799999952
0.32,0.25,0.892561983,no,no,no,1,no,4.300000191
0.44,0.44,0.447761194,no,no,no,1,no,3.599999905
0.38,0.18,0.46,no,no,yes,1,no,3.900000095
0.34,0.16,0.519148936,no,no,yes,1,no,3.200000048
0.3,0.06,0.614213198,no,no,no,1,no,3.200000048
0.39,0.24,0.747572816,no,no,yes,1,no,3.200000048
0.28,0.22,0.8,no,yes,no,0,no,3.900000095
0.32,0.31,0.798319328,no,no,yes,1,no,3.900000095
0.41,0.32,0.733624454,no,no,no,0,no,3.200000048
0.47,0.35,0.652173913,no,no,no,1,no,10.60000038
0.35,0.31,0.747572816,no,no,yes,1,no,3.200000048
0.32,0.21,0.802575107,no,no,no,0,no,1.799999952
0.29,0.23,0.636363636,no,no,no,0,no,10.60000038
0.32,0.27,0.77,no,no,yes,1,no,3.200000048
0.25,0.25,0.801652893,no,no,yes,1,no,1.799999952
0.34,0.26,0.771573604,no,yes,no,0,no,3.200000048
0.36,0.27,0.76,no,no,yes,0,no,3.200000048
0.33,0.21,0.770833333,no,no,yes,0,no,3.200000048
0.25,0.2,0.789473684,no,no,yes,0,no,3.200000048
0.25,0.24,0.593984962,no,no,yes,1,no,3.599999905
0.27,0.18,0.792982456,no,no,no,0,no,3.200000048
0.25,0.23,0.793650794,no,no,yes,0,no,5.300000191
0.23,0.19,0.421052632,no,yes,no,0,no,10.60000038
0.19,0.16,0.625,no,no,yes,1,no,3.599999905
0.25,0.22,1.6,no,yes,no,0,no,10.60000038
0.26,0.24,0.739534884,no,no,yes,0,no,3.099999905
0.18,0.1,0.811594203,no,no,no,1,no,3.599999905
0.34,0.25,0.835714286,no,no,no,1,no,3.599999905
0.36,0.15,0.676470588,no,no,yes,1,no,3.599999905
0.26,0.24,0.872727273,no,no,yes,1,no,3.599999905
0.38,0,0.497142857,no,no,yes,1,no,3.599999905
0.4,0.26,0.64,no,no,no,0,no,10.60000038
0.3,0.28,0.814814815,no,no,yes,1,no,3.599999905
0.22,0.13,0.740740741,no,yes,no,1,no,3.599999905
0.19,0.1,0.696202532,no,no,no,1,no,3.599999905
0.39,0.32,0.821428571,no,no,yes,1,no,3.599999905
0.27,0.21,0.229885057,no,no,yes,0,no,3.200000048
0.36,0.25,0.876106195,no,no,yes,1,no,3.599999905
0.27,0.2,0.735483871,no,no,no,1,no,3.599999905
0.33,0.25,0.928571429,no,no,yes,0,no,1.799999952
0.32,0.32,0.75,no,no,yes,0,no,3.900000095
0.4,0.26,0.65,yes,no,no,1,no,10.60000038
0.36,0.28,0.593220339,no,no,no,1,no,4.300000191
0.31,0.27,0.697761194,no,no,no,0,no,1.799999952
0.1,0.04,0.714285714,no,no,no,0,no,1.799999952
0.27,0.08,0.729166667,no,no,yes,1,no,1.799999952
0.27,0.26,0.751515152,no,no,yes,1,no,1.799999952
0.37,0.27,0.743589744,no,no,yes,0,no,3.099999905
0.39,0.31,0.946153846,no,no,no,0,no,10.60000038
0.32,0.25,0.64516129,no,yes,no,0,no,4.300000191
0.38,0.25,0.786585366,no,no,no,1,no,3.599999905
0.37,0.29,0.714285714,no,no,no,1,no,3.099999905
0.34,0.27,0.8,no,no,yes,0,no,3.200000048
0.39,0.33,0.752,no,no,no,1,no,3.200000048
0.31,0.3,0.731092437,no,no,no,0,no,3.200000048
0.35,0.26,0.865546218,no,no,no,0,no,4.300000191
0.3,0.3,0.647058824,no,no,no,0,no,3.099999905
0.27,0.26,0.882352941,no,no,yes,1,no,3.200000048
0.25,0.25,0.790419162,no,no,no,0,no,3.599999905
0.37,0.23,0.885496183,no,no,no,0,no,3.200000048
0.34,0.24,0.524475524,yes,yes,no,0,no,3.200000048
0.36,0.3,0.892156863,no,no,no,0,no,4.300000191
0.33,0.29,0.833333333,no,no,yes,1,no,3.200000048
0.38,0.29,0.884057971,no,no,no,1,no,2
0.31,0.31,0.688888889,no,no,yes,1,no,3.200000048
0.3,0.14,0.72173913,no,no,yes,0,no,1.799999952
0.28,0.28,0.608108108,no,yes,yes,0,no,3.200000048
0.31,0.27,0.791139241,no,yes,no,0,no,3.900000095
0.31,0.19,0.88372093,no,no,no,0,no,3.200000048
0.38,0.32,0.918604651,no,no,yes,0,no,2
0.34,0.3,0.842105263,no,no,no,0,no,3.099999905
0.27,0.2,0.507246377,no,no,yes,1,no,3.900000095
0.28,0.24,0.744897959,no,no,yes,1,no,3.200000048
0.24,0.21,0.109649123,no,yes,yes,0,no,3.200000048
0.28,0.2,0.778378378,no,no,yes,0,no,3.200000048
0.31,0.29,0.796875,no,no,yes,0,no,2
0.21,0.17,0.143884892,no,no,yes,1,no,3.900000095
0.34,0.18,0.611111111,no,yes,yes,0,no,10.60000038
0.2,0.2,0.666666667,no,no,yes,0,no,3.599999905
0.32,0.28,0.719626168,no,no,yes,1,no,1.799999952
0.4,0.35,0.864285714,no,no,no,0,no,3.200000048
0.28,0.27,0.496240602,no,no,yes,1,no,3.099999905
0.31,0.25,0.674074074,no,no,no,1,no,1.799999952
0.31,0.3,0.495049505,no,no,no,0,no,3.200000048
0.35,0,0.669291339,no,no,yes,0,no,3.200000048
0.37,0.28,0.899193548,no,no,no,0,no,3.099999905
0.32,0.26,0.703703704,no,yes,no,0,no,3.200000048
0.34,0.3,0.674418605,no,no,no,0,no,3.099999905
0.34,0.32,0.861176471,no,no,no,0,no,3.200000048
0.33,0.21,0.376923077,yes,no,no,1,no,3.200000048
0.22,0.2,0.645833333,no,no,no,1,no,4.300000191
0.37,0.27,0.595041322,no,no,yes,1,no,10.60000038
0.49,0.34,0.793834297,no,no,no,0,no,3.200000048
0.36,0.24,0.752,no,no,yes,0,no,3.099999905
0.36,0.22,0.5625,no,no,no,1,no,3.099999905
0.34,0.29,0.291262136,no,no,yes,0,no,3.099999905
0.33,0.3,0.875,no,no,yes,1,no,3.200000048
0.28,0.24,0.438461538,no,no,yes,1,no,3.200000048
0.33,0.3,0.731343284,no,no,yes,0,no,3.200000048
0.33,0.31,0.68,no,no,yes,1,no,4.300000191
0.36,0.23,0.548076923,no,no,no,0,no,3.200000048
0.35,0.31,0.669291339,no,no,no,0,no,3.900000095
0.37,0.27,0.441666667,no,no,yes,1,no,3.200000048
0.32,0.25,0.752,no,no,no,0,no,3.200000048
0.29,0.27,0.638554217,no,no,yes,1,no,2
0.27,0.2,0.739393939,no,no,no,0,no,3.200000048
0.39,0.27,0.766666667,no,no,no,0,no,3.200000048
0.42,0.32,0.87755102,no,no,yes,1,no,1.799999952
0.31,0.2,0.807017544,no,no,yes,1,no,3.200000048
0.35,0.26,0.87755102,no,no,yes,1,no,3.200000048
0.29,0.27,0.75,no,no,no,1,no,3.200000048
0.29,0.29,0.606060606,no,no,no,1,no,3.099999905
0.28,0.25,0.746031746,no,no,no,0,no,3.900000095
0.33,0.25,0.79338843,no,no,no,1,no,5.300000191
0.43,0.3,0.949152542,no,no,yes,0,no,2
0.31,0.29,0.897637795,no,no,no,0,no,3.200000048
0.26,0.26,0.555555556,no,no,yes,1,no,3.200000048
0.34,0.23,0.475,no,no,no,1,no,3.200000048
0.49,0.12,0.55410691,no,no,no,0,no,1.799999952
0.3,0.15,0.643274854,no,no,yes,1,no,3.200000048
0.33,0.33,0.64516129,no,no,yes,1,no,4.300000191
0.31,0.31,0.578947368,no,no,yes,1,no,3.599999905
0.45,0.28,0.438461538,no,no,yes,1,no,3.200000048
0.23,0.23,0.791666667,no,no,no,1,no,3.200000048
0.11,0.06,0.219354839,no,yes,no,0,no,8.899999619
0.37,0.28,0.707317073,no,no,yes,1,no,4.300000191
0.24,0.19,0.787878788,no,yes,yes,1,no,1.799999952
0.19,0.13,0.483425414,no,no,no,0,no,4.300000191
0.26,0.15,0.796992481,no,no,yes,0,no,3.200000048
0.33,0.32,0.545454545,no,no,no,0,no,1.799999952
0.27,0.19,0.379310345,no,no,no,0,no,3.099999905
0.28,0.28,0.588235294,no,yes,no,0,no,3.200000048
0.37,0.18,0.70212766,no,no,no,0,no,3.200000048
0.28,0.18,0.466666667,no,yes,no,1,no,3.200000048
0.42,0.29,0.739837398,no,no,yes,1,no,3.200000048
0.39,0.28,0.789049919,no,no,no,0,no,3.200000048
0.26,0.2,0.699386503,no,no,no,1,no,10.60000038
0.33,0.32,0.747855918,no,no,no,0,no,3.200000048
0.36,0.22,0.896969697,yes,no,no,0,no,3.200000048
0.33,0.31,0.777777778,no,no,yes,0,no,3.200000048
0.47,0.27,0.738461538,no,yes,no,0,no,3.200000048
0.57,0.38,0.782222222,no,yes,yes,0,no,3.200000048
0.36,0.29,0.730538922,no,no,yes,0,no,4.300000191
0.35,0.31,0.723809524,no,no,yes,1,no,3.200000048
0.2,0.18,0.639455782,no,yes,yes,1,no,1.799999952
0.11,0.1,0.606060606,no,yes,no,0,no,3.200000048
0.37,0.25,0.885714286,no,no,no,0,no,3.099999905
0.16,0.11,0.727272727,no,no,yes,1,no,10.60000038
0.3,0.24,0.475,no,no,yes,1,no,3.900000095
0.35,0.26,0.7,no,yes,no,1,no,3.599999905
0.32,0.29,0.742857143,no,no,yes,1,no,3.200000048
0.33,0.27,0.74015748,no,no,no,1,no,3.200000048
0.13,0.1,0.703125,no,no,no,0,no,1.799999952
0.31,0.19,0.884848485,no,no,no,0,no,1.799999952
0.27,0.24,0.843023256,no,no,no,0,no,1.799999952
0.56,0.3,0.794007491,no,yes,yes,0,no,3.200000048
0.31,0.28,0.718181818,no,no,yes,0,no,3.200000048
0.31,0.3,0.677419355,no,no,yes,0,no,3.200000048
0.34,0.3,0.9,no,no,yes,1,no,1.799999952
0.28,0.23,0.71559633,yes,no,no,1,no,3.200000048
0.37,0.29,0.79389313,no,no,no,1,no,3.900000095
0.31,0.29,0.36627907,no,no,yes,1,no,3.200000048
0.32,0.32,0.193103448,no,no,yes,1,no,3.200000048
0.33,0.26,0.863636364,no,no,yes,0,no,4.300000191
0.25,0.02,0.8046875,no,no,no,1,no,3.099999905
0.47,0.26,0.797727273,no,no,no,0,no,3.200000048
0.26,0.14,0.885964912,no,no,no,1,no,3.200000048
0.32,0.31,0.795252226,no,no,no,0,no,1.799999952
0.39,0.32,0.890510949,no,no,yes,0,no,3.200000048
0.32,0.28,0.93814433,no,no,yes,1,no,1.799999952
0.25,0.18,0.310077519,no,no,no,0,no,1.799999952
0.11,0.09,0.280898876,no,no,no,1,no,1.799999952
0.27,0.25,0.799065421,no,no,yes,1,no,3.200000048
0.31,0.3,0.715384615,no,no,yes,1,no,3.200000048
0.36,0.31,0.87012987,no,no,yes,0,no,10.60000038
0.24,0.08,0.633333333,no,no,no,1,no,3.099999905
0.36,0.33,0.777777778,no,no,yes,1,no,3.200000048
0.39,0.3,0.751351351,no,no,no,0,no,3.099999905
0.35,0.25,0.904347826,no,no,yes,0,no,3.900000095
0.33,0.3,0.654545455,no,no,yes,1,no,3.200000048
0.34,0.28,0.68,no,no,yes,0,no,3.200000048
0.51,0.5,0.794701987,no,no,yes,0,no,3.200000048
0.3,0.3,0.79389313,no,no,no,0,no,3.900000095
0.24,0.22,0.724050633,no,no,no,1,no,3.099999905
0.3,0.28,0.957894737,no,no,yes,1,no,3.200000048
0.35,0.18,0.796875,yes,no,yes,0,no,4.300000191
0.23,0.23,0.621359223,no,no,yes,1,no,3.200000048
0.23,0.21,0.646153846,no,no,yes,1,no,3.099999905
0.36,0.24,0.8,no,no,no,0,no,2
0.28,0.28,0.683760684,no,no,no,0,no,3.200000048
0.33,0.17,0.771428571,no,no,yes,0,no,10.60000038
0.31,0.26,0.739130435,no,no,no,0,no,3.099999905
0.04,0.04,0.489130435,no,no,yes,1,no,10.60000038
0.35,0.34,0.6,no,no,no,0,no,3.200000048
0.22,0.17,0.397435897,no,yes,yes,1,no,3.200000048
0.26,0.25,0.714285714,no,no,no,0,no,3.200000048
0.29,0.23,0.8,no,yes,no,1,no,3.900000095
0.31,0.26,0.681528662,no,no,yes,1,no,1.799999952
0.32,0.17,0.780645161,yes,no,yes,0,no,4.300000191
0.38,0.12,0.788888889,no,no,yes,1,no,3.200000048
0.34,0.25,0.862660944,no,no,no,0,no,3.099999905
0.34,0.31,0.683636364,no,no,no,0,no,1.799999952
0.29,0.29,0.455172414,no,no,yes,0,no,3.200000048
0.31,0.27,0.856557377,no,no,yes,0,no,3.200000048
0.22,0.21,0.744680851,no,no,no,0,no,1.799999952
0.34,0.28,0.666666667,no,no,yes,1,no,1.799999952
0.31,0.15,0.736363636,no,no,yes,1,no,4.300000191
0.31,0.24,0.666666667,no,no,no,0,no,3.099999905
